Travel Mode,Purpose,Public Mode,Vehicle,Month,Unit,Quantity,Day,Month,Year
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,20-Nov-23,Person,"22,187",20,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,20-Nov-23,Person,"2,475",20,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,20-Nov-23,Person,"164,650",20,Nov,2023
Rail,Provincial ,Public,Train,20-Nov-23,Person,"69,894",20,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,20-Nov-23,Person,"449,366",20,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,20-Nov-23,Person,"73,687",20,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,20-Nov-23,Person,"35,417",20,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,20-Nov-23,Person,"68,076",20,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,20-Nov-23,Person,"789,727",20,Nov,2023
Rail,Bangkok ,Public,Red Line Train,20-Nov-23,Person,"27,304",20,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,21-Nov-23,Person,"63,346",21,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,21-Nov-23,Person,"6,753",21,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),21-Nov-23,Unit,"730,809",21,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),21-Nov-23,Unit,"876,379",21,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),21-Nov-23,Unit,"1,502,799",21,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),21-Nov-23,Unit,"1,563,866",21,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,21-Nov-23,Person,"1,306",21,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,21-Nov-23,Person,"696,811",21,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),21-Nov-23,Person,"18,750",21,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),21-Nov-23,Person,"447,382",21,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,21-Nov-23,Person,"14,572",21,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,21-Nov-23,Person,"25,578",21,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,21-Nov-23,Person,"22,177",21,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,21-Nov-23,Person,"2,505",21,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,21-Nov-23,Person,"157,310",21,Nov,2023
Rail,Provincial ,Public,Train,21-Nov-23,Person,"64,368",21,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,21-Nov-23,Person,"474,708",21,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,21-Nov-23,Person,"76,960",21,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,21-Nov-23,Person,"35,667",21,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,21-Nov-23,Person,"70,377",21,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,21-Nov-23,Person,"830,138",21,Nov,2023
Rail,Bangkok ,Public,Red Line Train,21-Nov-23,Person,"28,199",21,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,22-Nov-23,Person,"62,105",22,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,22-Nov-23,Person,"5,799",22,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),22-Nov-23,Unit,"729,783",22,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),22-Nov-23,Unit,"876,770",22,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),22-Nov-23,Unit,"1,497,637",22,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),22-Nov-23,Unit,"1,565,998",22,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,22-Nov-23,Person,"1,335",22,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,22-Nov-23,Person,"685,800",22,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),22-Nov-23,Person,"18,750",22,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),22-Nov-23,Person,"440,312",22,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,22-Nov-23,Person,"14,358",22,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,22-Nov-23,Person,"25,614",22,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,22-Nov-23,Person,"22,054",22,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,22-Nov-23,Person,"2,648",22,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,22-Nov-23,Person,"160,056",22,Nov,2023
Rail,Provincial ,Public,Train,22-Nov-23,Person,"64,229",22,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,22-Nov-23,Person,"478,749",22,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,22-Nov-23,Person,"78,355",22,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,22-Nov-23,Person,"35,601",22,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,22-Nov-23,Person,"69,936",22,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,22-Nov-23,Person,"847,570",22,Nov,2023
Rail,Bangkok ,Public,Red Line Train,22-Nov-23,Person,"28,874",22,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,23-Nov-23,Person,"62,200",23,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,23-Nov-23,Person,"5,377",23,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),23-Nov-23,Unit,"730,213",23,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),23-Nov-23,Unit,"884,562",23,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),23-Nov-23,Unit,"1,711,364",23,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),23-Nov-23,Unit,"1,787,754",23,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,23-Nov-23,Person,709,23,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,23-Nov-23,Person,"681,468",23,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),23-Nov-23,Person,"17,500",23,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),23-Nov-23,Person,"437,531",23,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,23-Nov-23,Person,"15,135",23,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,23-Nov-23,Person,"25,615",23,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,23-Nov-23,Person,"22,295",23,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,23-Nov-23,Person,"2,584",23,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,23-Nov-23,Person,"154,285",23,Nov,2023
Rail,Provincial ,Public,Train,23-Nov-23,Person,"65,755",23,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,23-Nov-23,Person,"470,505",23,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,23-Nov-23,Person,"77,219",23,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,23-Nov-23,Person,"35,276",23,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,23-Nov-23,Person,"70,628",23,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,23-Nov-23,Person,"848,019",23,Nov,2023
Rail,Bangkok ,Public,Red Line Train,23-Nov-23,Person,"29,240",23,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,24-Nov-23,Person,"83,227",24,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,24-Nov-23,Person,"5,836",24,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),24-Nov-23,Unit,"824,272",24,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),24-Nov-23,Unit,"975,233",24,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),24-Nov-23,Unit,"1,751,454",24,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),24-Nov-23,Unit,"1,826,034",24,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,24-Nov-23,Person,941,24,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,24-Nov-23,Person,"696,021",24,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),24-Nov-23,Person,"17,500",24,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),24-Nov-23,Person,"446,875",24,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,24-Nov-23,Person,"14,265",24,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,24-Nov-23,Person,"25,562",24,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,24-Nov-23,Person,"22,931",24,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,24-Nov-23,Person,"2,614",24,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,24-Nov-23,Person,"163,283",24,Nov,2023
Rail,Provincial ,Public,Train,24-Nov-23,Person,"79,405",24,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,24-Nov-23,Person,"490,340",24,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,24-Nov-23,Person,"78,769",24,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,24-Nov-23,Person,"37,590",24,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,24-Nov-23,Person,"73,124",24,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,24-Nov-23,Person,"899,976",24,Nov,2023
Rail,Bangkok ,Public,Red Line Train,24-Nov-23,Person,"31,795",24,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,25-Nov-23,Person,"71,956",25,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,25-Nov-23,Person,"4,661",25,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),25-Nov-23,Unit,"826,195",25,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),25-Nov-23,Unit,"975,377",25,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),25-Nov-23,Unit,"1,562,685",25,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),25-Nov-23,Unit,"1,617,903",25,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,25-Nov-23,Person,"1,079",25,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,25-Nov-23,Person,"564,459",25,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),25-Nov-23,Person,"17,000",25,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),25-Nov-23,Person,"362,407",25,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,25-Nov-23,Person,"4,971",25,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,25-Nov-23,Person,"8,637",25,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,25-Nov-23,Person,"22,162",25,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,25-Nov-23,Person,"2,408",25,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,25-Nov-23,Person,"157,583",25,Nov,2023
Rail,Provincial ,Public,Train,25-Nov-23,Person,"74,106",25,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,25-Nov-23,Person,"330,371",25,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,25-Nov-23,Person,"48,148",25,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,25-Nov-23,Person,"30,142",25,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,25-Nov-23,Person,"55,922",25,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,25-Nov-23,Person,"688,783",25,Nov,2023
Rail,Bangkok ,Public,Red Line Train,25-Nov-23,Person,"26,121",25,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,26-Nov-23,Person,"74,475",26,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,26-Nov-23,Person,"6,799",26,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),26-Nov-23,Unit,"834,397",26,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),26-Nov-23,Unit,"933,075",26,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),26-Nov-23,Unit,"1,275,160",26,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),26-Nov-23,Unit,"1,300,722",26,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,26-Nov-23,Person,"1,043",26,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,26-Nov-23,Person,"522,752",26,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),26-Nov-23,Person,"16,250",26,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),26-Nov-23,Person,"335,629",26,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,26-Nov-23,Person,"3,965",26,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,26-Nov-23,Person,"7,423",26,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,26-Nov-23,Person,"22,358",26,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,26-Nov-23,Person,"2,340",26,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,26-Nov-23,Person,"158,987",26,Nov,2023
Rail,Provincial ,Public,Train,26-Nov-23,Person,"77,289",26,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,26-Nov-23,Person,"278,046",26,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,26-Nov-23,Person,"40,049",26,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,26-Nov-23,Person,"25,801",26,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,26-Nov-23,Person,"50,552",26,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,26-Nov-23,Person,"593,468",26,Nov,2023
Rail,Bangkok ,Public,Red Line Train,26-Nov-23,Person,"22,871",26,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,27-Nov-23,Person,"68,071",27,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,27-Nov-23,Person,"6,757",27,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),27-Nov-23,Unit,"759,659",27,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),27-Nov-23,Unit,"911,736",27,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),27-Nov-23,Unit,"1,526,623",27,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),27-Nov-23,Unit,"1,582,149",27,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,27-Nov-23,Person,"1,197",27,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,27-Nov-23,Person,"734,805",27,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),27-Nov-23,Person,"17,000",27,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),27-Nov-23,Person,"471,776",27,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,27-Nov-23,Person,"14,824",27,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,27-Nov-23,Person,"25,419",27,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,27-Nov-23,Person,"21,699",27,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,27-Nov-23,Person,"2,416",27,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,27-Nov-23,Person,"145,574",27,Nov,2023
Rail,Provincial ,Public,Train,27-Nov-23,Person,"67,561",27,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,27-Nov-23,Person,"510,288",27,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,27-Nov-23,Person,"82,358",27,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,27-Nov-23,Person,"40,198",27,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,27-Nov-23,Person,"74,005",27,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,27-Nov-23,Person,"998,840",27,Nov,2023
Rail,Bangkok ,Public,Red Line Train,27-Nov-23,Person,"33,594",27,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,28-Nov-23,Person,"63,441",28,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,28-Nov-23,Person,"6,658",28,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),28-Nov-23,Unit,"731,362",28,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),28-Nov-23,Unit,"880,213",28,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),28-Nov-23,Unit,"1,486,900",28,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),28-Nov-23,Unit,"1,548,133",28,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,28-Nov-23,Person,"1,334",28,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,28-Nov-23,Person,"689,622",28,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),28-Nov-23,Person,"17,500",28,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),28-Nov-23,Person,"442,767",28,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,28-Nov-23,Person,"15,126",28,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,28-Nov-23,Person,"25,680",28,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,28-Nov-23,Person,"21,795",28,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,28-Nov-23,Person,"2,647",28,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,28-Nov-23,Person,"154,337",28,Nov,2023
Rail,Provincial ,Public,Train,28-Nov-23,Person,"65,487",28,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,28-Nov-23,Person,"472,780",28,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,28-Nov-23,Person,"79,205",28,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,28-Nov-23,Person,"36,140",28,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,28-Nov-23,Person,"71,402",28,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,28-Nov-23,Person,"850,426",28,Nov,2023
Rail,Bangkok ,Public,Red Line Train,28-Nov-23,Person,"30,656",28,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,29-Nov-23,Person,"63,289",29,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,29-Nov-23,Person,"5,640",29,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),29-Nov-23,Unit,"733,378",29,Nov,2023
